model,0,1,2,3,4,5,6,7,8,9,10,11
cnn3d_3_layer/level=small/opt=Adam_lr=0.001_batch=8_crit=MSELoss/,24.15834934588135,22.99427067235713,18.490660105950926,7.851604411291337,128985.64528286566,149779.84375291102,156079.98592878188,140440.53323296056,128103.01871309229,149033.48170951637,168566.74598461224,137844.1871125371
cnn3d_dropout_5_0/level=small/opt=Adam_lr=0.001_batch=32_crit=MSELoss/,22.912268199359882,22.386779675984876,17.136379723341463,7.601543613770708,126822.55053977518,138058.6690449082,150839.16177493022,133935.54547781465,121182.36352828662,139354.88216142968,160074.4880057042,131978.93911805356
